__id,NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,AAAAMMJJ,DHUMEC,QDHUMEC,PMERM,QPMERM,PMERMIN,QPMERMIN,INST,QINST,GLOT,QGLOT,DIFT,QDIFT,DIRT,QDIRT,INFRART,QINFRART,UV,QUV,UV_INDICEX,QUV_INDICEX,SIGMA,QSIGMA,UN,QUN,HUN,QHUN,UX,QUX,HUX,QHUX,UM,QUM,DHUMI40,QDHUMI40,DHUMI80,QDHUMI80,TSVM,QTSVM,ETPMON,QETPMON,ETPGRILLE,QETPGRILLE,ECOULEMENTM,QECOULEMENTM,HNEIGEF,QHNEIGEF,NEIGETOTX,QNEIGETOTX,NEIGETOT06,QNEIGETOT06,NEIG,QNEIG,BROU,QBROU,ORAG,QORAG,GRESIL,QGRESIL,GRELE,QGRELE,ROSEE,QROSEE,VERGLAS,QVERGLAS,SOLNEIGE,QSOLNEIGE,GELEE,QGELEE,FUMEE,QFUMEE,BRUME,QBRUME,ECLAIR,QECLAIR,NB300,QNB300,BA300,QBA300,TMERMIN,QTMERMIN,TMERMAX,QTMERMAX
163,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,9,,,,,2.5,9,,,0.9,9,,,,,221,1,220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9,,,,,1.4,9,,,1.0,9,,,,,218,1,218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,,,,0.8,9,,,1.4,9,,,,,214,1,214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9,,,,,1.9,9,,,1.2,9,,,,,211,1,210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,9,,,,,3.6,9,,,0.7,9,,,,,212,1,207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,9,,,,,2.9,9,,,0.7,9,,,,,210,1,210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,9,,,,,6.0,9,,,0.6,9,,,,,225,1,213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,9,,,,,5.1,9,,,0.4,9,,,,,258,1,232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9,,,,,1.9,9,,,0.6,9,,,,,257,1,254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,,,,,0.7,9,,,1.3,9,,,,,250,1,249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,,,,,1.7,9,,,0.9,9,,,,,244,1,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,9,,,,,3.7,9,,,1.3,9,,,,,242,1,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,9,,,,,3.5,9,,,1.4,9,,,,,242,1,240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,9,,,,,4.9,9,,,1.6,9,,,,,238,1,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,,,,,2.2,9,,,2.2,9,,,,,232,1,232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,5.5,9,,,1.2,9,,,,,230,1,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,,,,,1.2,9,,,1.8,9,,,,,225,1,225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,9,,,,,1.9,9,,,2.2,9,,,,,223,1,222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,,,,,2.5,9,,,2.1,9,,,,,221,1,221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9,,,,,2.9,9,,,2.2,9,,,,,220,1,219,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,9,,,,,3.5,9,,,1.9,9,,,,,218,1,218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,9,,,,,3.7,9,,,1.1,9,,,,,218,1,217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9,,,,,2.7,9,,,1.2,9,,,,,217,1,216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,,,,,2.7,9,,,1.9,9,,,,,216,1,216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9,,,,,2.9,9,,,1.8,9,,,,,214,1,213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,9,,,,,1.9,9,,,2.1,9,,,,,213,1,213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,9,,,,,2.7,9,,,1.7,9,,,,,212,1,211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,9,,,,,3.5,9,,,1.2,9,,,,,216,1,211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,5.6,9,,,1.0,9,,,,,218,1,218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,9,,,,,5.4,9,,,1.6,9,,,,,229,1,218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,4.7,9,,,0.8,9,,,,,233,1,227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,3.7,9,,,0.8,9,,,,,238,1,233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,9,,,,,1.8,9,,,1.1,9,,,,,238,1,238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,,,,,1.2,9,,,1.6,9,,,,,235,1,235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9,,,,,3.2,9,,,1.4,9,,,,,232,1,232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9,,,,,2.2,9,,,2.7,9,,,,,230,1,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9,,,,,4.9,9,,,1.4,9,,,,,228,1,227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,9,,,,,4.6,9,,,0.9,9,,,,,226,1,225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,,,,,3.7,9,,,1.6,9,,,,,224,1,223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,9,,,,,4.7,9,,,1.6,9,,,,,223,1,223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,9,,,,,3.8,9,,,1.1,9,,,,,228,1,227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,9,,,,,3.0,9,,,1.4,9,,,,,228,1,227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,9,,,,,5.2,9,,,0.7,9,,,,,259,1,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,2.8,9,,,1.5,9,,,,,262,1,261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,,,,,3.1,9,,,1.1,9,,,,,266,1,264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,,3.2,9,,,1.2,9,,,,,273,1,263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,4.1,9,,,1.3,9,,,,,291,1,289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,,3.9,9,,,1.0,9,,,,,283,1,283,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,9,,,,,4.1,9,,,0.9,9,,,,,280,1,280,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9,,,,,4.2,9,,,1.4,9,,,,,277,1,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,3.8,9,,,0.9,9,,,,,289,1,287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9,,,,,3.5,9,,,1.5,9,,,,,279,1,278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,3.8,9,,,1.0,9,,,,,277,1,276,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,,,,,3.7,9,,,0.8,9,,,,,275,1,275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,3.5,9,,,1.1,9,,,,,280,1,269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,3.0,9,,,1.1,9,,,,,287,1,286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9,,,,,1.9,9,,,1.9,9,,,,,285,1,284,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9,,,,,3.0,9,,,1.3,9,,,,,287,1,281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,9,,,,,3.2,9,,,2.1,9,,,,,286,1,286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,,,,,3.9,9,,,1.2,9,,,,,328,1,319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,3.5,9,,,1.1,9,,,,,325,1,324,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,9,,,,,3.9,9,,,1.3,9,,,,,322,1,320,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9,,,,,4.4,9,,,1.5,9,,,,,318,1,318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9,,,,,4.5,9,,,2.0,9,,,,,313,1,312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,5.2,9,,,2.2,9,,,,,307,1,306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,9,,,,,4.3,9,,,1.8,9,,,,,303,1,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,9,,,,,4.4,9,,,1.9,9,,,,,299,1,299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,,,,,6.0,9,,,1.2,9,,,,,298,1,297,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,,,,,3.8,9,,,2.1,9,,,,,293,1,292,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9,,,,,5.3,9,,,2.3,9,,,,,289,1,289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9,,,,,5.6,9,,,2.4,9,,,,,285,1,284,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,,,,,2.5,9,,,3.1,9,,,,,280,1,279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,4.3,9,,,2.1,9,,,,,276,1,276,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,2.9,9,,,1.5,9,,,,,276,1,275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9,,,,,2.4,9,,,2.1,9,,,,,277,1,274,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,4.8,9,,,1.7,9,,,,,291,1,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,9,,,,,3.7,9,,,1.3,9,,,,,302,1,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9,,,,,4.1,9,,,1.8,9,,,,,311,1,307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9,,,,,4.2,9,,,4.1,9,,,,,307,1,306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,4.6,9,,,2.4,9,,,,,305,1,299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,4.9,9,,,2.1,9,,,,,315,1,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,4.3,9,,,1.3,9,,,,,332,1,327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9,,,,,3.5,9,,,2.1,9,,,,,331,1,331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,5.0,9,,,1.1,9,,,,,332,1,326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,5.2,9,,,2.2,9,,,,,331,1,330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
